model_name,feature,coefficient,absolute_coefficient,direction
behavioral_only,numeric__missingindicator_avg_order_value,0.0069513571939117625,0.0069513571939117625,increases_churn_risk
behavioral_only,numeric__return_item_rate,0.006544348025775337,0.006544348025775337,increases_churn_risk
behavioral_only,numeric__avg_delivery_delay,-0.0056866540295261656,0.0056866540295261656,decreases_churn_risk
behavioral_only,numeric__late_delivery_count,0.004452441609779171,0.004452441609779171,increases_churn_risk
behavioral_only,numeric__discount_order_rate,0.004339773070965896,0.004339773070965896,increases_churn_risk
behavioral_only,numeric__return_order_rate,-0.0032922682024242944,0.0032922682024242944,decreases_churn_risk
behavioral_only,numeric__avg_rating_given,0.0027627212687744204,0.0027627212687744204,increases_churn_risk
behavioral_plus_channel,numeric__customer_tenure_days,0.7011106756718607,0.7011106756718607,increases_churn_risk
behavioral_plus_channel,numeric__total_orders,-0.4141893881651461,0.4141893881651461,decreases_churn_risk
behavioral_plus_channel,binary__has_completed_delivery,-0.39338576641202805,0.39338576641202805,decreases_churn_risk
behavioral_plus_channel,numeric__historical_item_count,-0.3821378250876064,0.3821378250876064,decreases_churn_risk
behavioral_plus_channel,numeric__days_since_first_order,-0.285792448352268,0.285792448352268,decreases_churn_risk
behavioral_plus_channel,binary__has_review,-0.19180668232751666,0.19180668232751666,decreases_churn_risk
behavioral_plus_channel,channel__signup_channel_referral,-0.16415996494407029,0.16415996494407029,decreases_churn_risk
behavioral_plus_channel,numeric__spend_last_90d,-0.14822208025799255,0.14822208025799255,decreases_churn_risk
behavioral_plus_channel,channel__signup_channel_organic,-0.14108142625305167,0.14108142625305167,decreases_churn_risk
behavioral_plus_channel,numeric__missingindicator_avg_days_between_orders,0.11195508621514426,0.11195508621514426,increases_churn_risk
behavioral_plus_channel,numeric__days_since_last_order,0.09946621183050118,0.09946621183050118,increases_churn_risk
behavioral_plus_channel,numeric__missingindicator_avg_rating_given,-0.09878468329836707,0.09878468329836707,decreases_churn_risk
behavioral_plus_channel,numeric__missingindicator_avg_delivery_delay,-0.09647411373989213,0.09647411373989213,decreases_churn_risk
behavioral_plus_channel,channel__signup_channel_email,-0.09521581146953,0.09521581146953,decreases_churn_risk
behavioral_plus_channel,numeric__avg_days_between_orders,0.0811122410747953,0.0811122410747953,increases_churn_risk
behavioral_plus_channel,channel__signup_channel_missing,-0.07412337374412171,0.07412337374412171,decreases_churn_risk
behavioral_plus_channel,numeric__lifetime_spend,0.07107720674623516,0.07107720674623516,increases_churn_risk
behavioral_plus_channel,numeric__orders_last_30d,-0.053041892824146626,0.053041892824146626,decreases_churn_risk
behavioral_plus_channel,numeric__review_count,-0.052627696966357156,0.052627696966357156,decreases_churn_risk
behavioral_plus_channel,numeric__spend_trend,0.05196711026225656,0.05196711026225656,increases_churn_risk
behavioral_plus_channel,channel__signup_channel_paid_search,0.047308733866447496,0.047308733866447496,increases_churn_risk
behavioral_plus_channel,numeric__category_count,0.04606108936935171,0.04606108936935171,increases_churn_risk
behavioral_plus_channel,binary__has_return,0.04356801327866778,0.04356801327866778,increases_churn_risk
behavioral_plus_channel,binary__is_single_order_customer,-0.02955811328199933,0.02955811328199933,decreases_churn_risk
behavioral_plus_channel,numeric__avg_order_value,0.018057382027753307,0.018057382027753307,increases_churn_risk
behavioral_plus_channel,numeric__return_count,-0.015358186165246368,0.015358186165246368,decreases_churn_risk
behavioral_plus_channel,numeric__orders_last_90d,-0.011655199857205392,0.011655199857205392,decreases_churn_risk
behavioral_plus_channel,numeric__missingindicator_spend_last_90d,-0.010849121287325786,0.010849121287325786,decreases_churn_risk
behavioral_plus_channel,numeric__return_item_rate,0.007095869158078421,0.007095869158078421,increases_churn_risk
behavioral_plus_channel,numeric__missingindicator_avg_order_value,0.006817093521335327,0.006817093521335327,increases_churn_risk
behavioral_plus_channel,numeric__missingindicator_lifetime_spend,0.006817093521335327,0.006817093521335327,increases_churn_risk
behavioral_plus_channel,numeric__return_order_rate,-0.006276069308698509,0.006276069308698509,decreases_churn_risk
behavioral_plus_channel,numeric__avg_delivery_delay,-0.005058219124761661,0.005058219124761661,decreases_churn_risk
behavioral_plus_channel,numeric__discount_order_rate,0.0042511728435808225,0.0042511728435808225,increases_churn_risk
behavioral_plus_channel,numeric__late_delivery_count,0.004174144109722891,0.004174144109722891,increases_churn_risk
behavioral_plus_channel,numeric__avg_rating_given,0.0028880423727061194,0.0028880423727061194,increases_churn_risk
behavioral_plus_channel,channel__signup_channel_social,-0.0026655374535495494,0.0026655374535495494,decreases_churn_risk
